log_id,property_id,maintenance_type,maintenance_date,cost
ML02319,P0012,Cleaning,2022-12-27,1939
ML02320,P0099,Electrical,2023-11-09,599
ML02321,P0364,Plumbing,2023-06-03,3947
ML02322,P0105,Cleaning,2024-02-08,3146
ML02323,P0025,Cleaning,2023-09-06,1635
ML02324,P0233,Structural,2023-01-21,3601
ML02325,P0201,Structural,2024-05-16,4725
ML02326,P0489,Cleaning,2024-03-11,2513
ML02327,P0042,Electrical,2024-03-20,2348
ML02328,P0445,Structural,2024-02-22,2882
ML02329,P0361,Structural,2022-12-19,3303
ML02330,P0427,Structural,2024-01-19,2877
ML02331,P0123,Structural,2024-04-19,570
ML02332,P0189,Structural,2023-05-03,2072
ML02333,P0375,Plumbing,2022-11-07,3113
ML02334,P0156,Electrical,2022-12-08,4809
ML02335,P0024,Electrical,2023-05-10,4334
ML02336,P0231,Plumbing,2024-03-25,625
ML02337,P0026,Cleaning,2024-03-17,2479
ML02338,P0019,Cleaning,2024-01-31,278
ML02339,P0349,Structural,2023-11-09,3980
ML02340,P0266,Electrical,2024-05-09,3908
ML02341,P0321,Structural,2023-09-21,3939
ML02342,P0333,Plumbing,2023-09-01,1761
ML02343,P0099,Structural,2023-04-29,2484
ML02344,P0200,Electrical,2022-11-19,3312
ML02345,P0465,Structural,2024-10-17,4251
ML02346,P0464,Plumbing,2023-02-20,3978
ML02347,P0476,Electrical,2023-12-24,263
ML02348,P0160,Structural,2023-07-28,384
ML02349,P0192,Plumbing,2024-03-07,294
ML02350,P0331,Cleaning,2023-07-06,2438
ML02351,P0271,Structural,2023-12-23,3297
ML02352,P0421,Plumbing,2024-03-14,2233
ML02353,P0454,Electrical,2023-12-20,3313
ML02354,P0127,Electrical,2023-08-10,4687
ML02355,P0013,Electrical,2024-07-05,3800
ML02356,P0245,Electrical,2023-09-21,3649
ML02357,P0161,Structural,2024-04-19,4906
ML02358,P0355,Cleaning,2024-07-21,1549
ML02359,P0305,Electrical,2024-02-24,2377
ML02360,P0463,Cleaning,2023-07-10,2628
ML02361,P0050,Electrical,2024-09-07,4536
ML02362,P0147,Structural,2023-01-27,4960
ML02363,P0338,Electrical,2023-03-25,353
ML02364,P0319,Electrical,2024-07-15,3397
ML02365,P0144,Structural,2023-08-27,3960
ML02366,P0004,Plumbing,2023-01-19,4899
ML02367,P0343,Plumbing,2024-09-07,3698
ML02368,P0280,Plumbing,2023-08-31,3463
ML02369,P0349,Cleaning,2022-11-15,4310
ML02370,P0305,Plumbing,2024-06-10,3352
ML02371,P0358,Electrical,2024-07-26,3421
ML02372,P0078,Cleaning,2023-09-17,4421
ML02373,P0355,Electrical,2024-07-03,475
ML02374,P0441,Structural,2023-07-15,100
ML02375,P0204,Electrical,2023-12-12,3635
ML02376,P0222,Electrical,2023-03-08,2053
ML02377,P0414,Cleaning,2024-04-26,1239
ML02378,P0486,Structural,2022-12-15,1675
ML02379,P0440,Cleaning,2023-12-17,2968
ML02380,P0095,Cleaning,2023-06-23,2779
ML02381,P0493,Cleaning,2023-08-24,2682
ML02382,P0463,Structural,2023-03-21,1840
ML02383,P0374,Plumbing,2024-07-13,1729
ML02384,P0230,Plumbing,2024-06-03,2127
ML02385,P0122,Plumbing,2023-07-11,1534
ML02386,P0134,Plumbing,2023-07-19,1048
ML02387,P0117,Cleaning,2023-10-18,4025
ML02388,P0144,Structural,2024-08-13,3415
ML02389,P0082,Cleaning,2024-06-23,1157
ML02390,P0055,Plumbing,2024-09-07,3917
ML02391,P0048,Plumbing,2024-05-24,3642
ML02392,P0219,Structural,2023-08-27,3020
ML02393,P0498,Structural,2024-10-02,412
ML02394,P0248,Plumbing,2024-09-27,4712
ML02395,P0137,Plumbing,2024-08-16,4375
ML02396,P0166,Cleaning,2023-11-14,647
ML02397,P0061,Structural,2023-06-21,2636
ML02398,P0284,Cleaning,2024-10-07,767
ML02399,P0120,Cleaning,2023-01-10,907
ML02400,P0304,Cleaning,2024-08-29,1504
ML02401,P0248,Plumbing,2022-12-01,2266
ML02402,P0374,Structural,2024-08-18,3388
ML02403,P0102,Cleaning,2022-12-14,600
ML02404,P0201,Plumbing,2023-10-19,1072
ML02405,P0182,Structural,2023-11-11,1348
ML02406,P0173,Plumbing,2024-02-26,3716
ML02407,P0464,Cleaning,2023-07-31,4517
ML02408,P0185,Cleaning,2024-02-28,4475
ML02409,P0459,Plumbing,2022-11-22,397
ML02410,P0289,Cleaning,2024-05-11,2322
ML02411,P0156,Structural,2024-08-06,3423
ML02412,P0034,Plumbing,2024-05-10,1935
ML02413,P0494,Cleaning,2023-05-11,2853
ML02414,P0079,Cleaning,2023-09-04,4494
ML02415,P0033,Plumbing,2024-01-01,2813
ML02416,P0091,Electrical,2023-02-15,4905
ML02417,P0014,Cleaning,2023-04-27,3576
ML02418,P0213,Cleaning,2024-02-19,3091
ML02419,P0416,Plumbing,2024-08-04,3913
ML02420,P0459,Cleaning,2023-12-05,2308
ML02421,P0068,Structural,2024-09-17,1807
ML02422,P0238,Plumbing,2024-03-22,2557
ML02423,P0142,Structural,2023-06-10,4750
ML02424,P0232,Structural,2024-10-18,3360
ML02425,P0075,Cleaning,2024-07-08,560
ML02426,P0384,Cleaning,2024-05-07,1853
ML02427,P0024,Plumbing,2024-02-07,2475
ML02428,P0321,Structural,2023-03-10,4902
ML02429,P0266,Structural,2023-01-17,1080
ML02430,P0226,Plumbing,2023-07-19,2806
ML02431,P0104,Electrical,2023-11-23,3905
ML02432,P0046,Cleaning,2024-02-04,1367
ML02433,P0091,Structural,2023-10-18,4188
ML02434,P0315,Plumbing,2024-01-10,3995
ML02435,P0476,Structural,2024-04-10,834
ML02436,P0399,Cleaning,2024-05-18,2438
ML02437,P0407,Plumbing,2024-05-11,4526
ML02438,P0146,Structural,2023-05-09,2472
ML02439,P0049,Cleaning,2022-10-29,3930
ML02440,P0206,Plumbing,2023-01-18,3730
ML02441,P0004,Electrical,2023-08-05,993
ML02442,P0356,Electrical,2024-07-04,2696
ML02443,P0152,Structural,2023-04-30,4740
ML02444,P0084,Plumbing,2023-01-31,163
ML02445,P0250,Cleaning,2024-04-15,1447
ML02446,P0183,Structural,2023-12-29,3579
ML02447,P0013,Cleaning,2023-10-16,1184
ML02448,P0232,Plumbing,2024-05-28,237
ML02449,P0467,Structural,2024-04-26,1488
ML02450,P0469,Cleaning,2023-05-19,3480
ML02451,P0036,Plumbing,2023-01-04,2096
ML02452,P0092,Plumbing,2024-08-21,3038
ML02453,P0101,Plumbing,2023-10-20,174
ML02454,P0353,Plumbing,2023-08-04,1815
ML02455,P0267,Cleaning,2024-06-03,3901
ML02456,P0026,Cleaning,2022-11-19,2367
ML02457,P0095,Plumbing,2024-10-02,555
ML02458,P0173,Cleaning,2023-02-16,2224
ML02459,P0264,Electrical,2024-10-11,348
ML02460,P0477,Plumbing,2023-09-01,1421
ML02461,P0022,Cleaning,2024-04-25,897
ML02462,P0421,Structural,2024-03-20,2566
ML02463,P0358,Plumbing,2024-04-28,748
ML02464,P0028,Structural,2023-11-14,1859
ML02465,P0491,Electrical,2023-04-27,4866
ML02466,P0219,Structural,2023-10-02,1650
ML02467,P0220,Electrical,2024-09-23,935
ML02468,P0019,Structural,2023-08-18,287
ML02469,P0188,Electrical,2024-08-30,683
ML02470,P0468,Cleaning,2022-11-11,3826
ML02471,P0417,Electrical,2024-02-21,3582
ML02472,P0269,Cleaning,2023-06-26,2105
ML02473,P0206,Plumbing,2022-12-31,3304
ML02474,P0127,Plumbing,2023-10-04,3100
ML02475,P0162,Electrical,2024-05-07,1932
ML02476,P0289,Structural,2023-05-05,1861
ML02477,P0395,Plumbing,2024-05-11,4489
ML02478,P0013,Plumbing,2023-10-31,2381
ML02479,P0382,Cleaning,2024-07-14,4055
ML02480,P0464,Electrical,2024-04-21,2321
ML02481,P0128,Plumbing,2023-05-14,2491
ML02482,P0112,Cleaning,2023-12-02,1428
ML02483,P0467,Cleaning,2023-10-07,682
ML02484,P0351,Electrical,2023-12-07,4379
ML02485,P0330,Structural,2024-02-08,804
ML02486,P0160,Cleaning,2023-02-09,2045
ML02487,P0167,Cleaning,2023-05-19,839
ML02488,P0067,Electrical,2023-05-02,1043
ML02489,P0329,Electrical,2023-03-18,3036
ML02490,P0303,Cleaning,2023-09-13,321
ML02491,P0283,Electrical,2023-09-16,4235
ML02492,P0355,Plumbing,2023-11-12,2426
ML02493,P0186,Electrical,2022-12-10,1417
ML02494,P0067,Structural,2023-11-23,2949
ML02495,P0108,Electrical,2022-11-23,2551
ML02496,P0194,Plumbing,2024-03-21,4735
ML02497,P0276,Electrical,2024-08-27,3475
ML02498,P0324,Structural,2023-09-08,2366
ML02499,P0389,Structural,2024-05-19,4720
ML02500,P0460,Plumbing,2023-02-20,2871
ML02501,P0052,Structural,2024-05-07,4827
ML02502,P0322,Plumbing,2024-02-25,209
ML02503,P0128,Cleaning,2023-01-29,3367
ML02504,P0200,Plumbing,2023-02-28,825
ML02505,P0499,Structural,2023-04-20,3552
ML02506,P0479,Cleaning,2023-11-05,1479
ML02507,P0198,Structural,2023-11-29,1590
ML02508,P0330,Electrical,2023-03-16,2272
ML02509,P0088,Structural,2023-11-18,1912
ML02510,P0201,Structural,2024-06-24,1532
ML02511,P0387,Electrical,2023-04-19,4001
ML02512,P0242,Structural,2023-05-27,2183
ML02513,P0366,Cleaning,2023-06-05,3092
ML02514,P0207,Plumbing,2023-07-07,2475
ML02515,P0081,Structural,2023-05-11,2192
ML02516,P0213,Structural,2023-04-19,601
ML02517,P0132,Plumbing,2024-08-06,1054
ML02518,P0395,Electrical,2024-06-15,1817
ML02519,P0422,Electrical,2023-05-07,874
ML02520,P0406,Plumbing,2024-04-15,2111
ML02521,P0476,Cleaning,2024-06-28,2146
ML02522,P0340,Plumbing,2023-01-20,4690
ML02523,P0113,Cleaning,2023-09-05,483
ML02524,P0021,Plumbing,2023-04-05,1556
ML02525,P0014,Electrical,2023-10-27,1771
ML02526,P0207,Cleaning,2023-01-16,738
ML02527,P0370,Plumbing,2022-12-27,2303
ML02528,P0425,Plumbing,2023-04-09,3506
ML02529,P0019,Structural,2023-03-07,3813
ML02530,P0322,Structural,2024-01-29,3196
ML02531,P0364,Plumbing,2023-12-09,4292
ML02532,P0407,Electrical,2023-07-28,4113
ML02533,P0177,Cleaning,2024-09-14,3363
ML02534,P0153,Structural,2024-09-25,1154
ML02535,P0374,Plumbing,2024-07-24,4007
ML02536,P0007,Structural,2023-12-01,1530
ML02537,P0315,Plumbing,2023-02-23,710
ML02538,P0122,Electrical,2024-10-20,1871
ML02539,P0316,Structural,2024-01-29,3015
ML02540,P0273,Cleaning,2022-12-15,959
ML02541,P0129,Electrical,2024-03-27,1351
ML02542,P0078,Plumbing,2023-10-12,820
ML02543,P0064,Structural,2024-04-01,4020
ML02544,P0204,Cleaning,2024-08-11,956
ML02545,P0250,Electrical,2024-04-24,2987
ML02546,P0209,Plumbing,2023-12-16,1926
ML02547,P0126,Electrical,2023-10-11,4922
ML02548,P0033,Plumbing,2024-03-25,1008
ML02549,P0426,Electrical,2023-10-18,2830
ML02550,P0117,Plumbing,2023-07-14,595
ML02551,P0317,Cleaning,2023-12-03,2143
ML02552,P0093,Electrical,2022-12-13,456
ML02553,P0317,Structural,2022-11-23,2245
ML02554,P0496,Plumbing,2023-08-28,2785
ML02555,P0333,Cleaning,2023-10-03,4522
ML02556,P0304,Plumbing,2023-08-31,258
ML02557,P0167,Structural,2023-05-18,2749
ML02558,P0028,Plumbing,2023-07-07,2866
ML02559,P0450,Plumbing,2023-06-21,3534
ML02560,P0328,Plumbing,2023-05-17,1753
ML02561,P0406,Structural,2022-11-24,3036
ML02562,P0479,Cleaning,2024-03-29,4516
ML02563,P0210,Plumbing,2023-09-12,3393
ML02564,P0392,Electrical,2024-03-17,906
ML02565,P0027,Cleaning,2023-11-25,1374
ML02566,P0376,Cleaning,2023-02-12,511
ML02567,P0241,Plumbing,2023-05-05,3919
ML02568,P0107,Plumbing,2023-01-10,2222
ML02569,P0241,Structural,2024-05-24,1179
ML02570,P0156,Structural,2022-10-31,2286
ML02571,P0211,Cleaning,2024-02-23,1399
ML02572,P0003,Structural,2024-06-23,1309
ML02573,P0121,Electrical,2024-07-17,4283
ML02574,P0437,Plumbing,2024-06-26,4351
ML02575,P0009,Cleaning,2023-06-25,3889
ML02576,P0401,Electrical,2024-01-08,4065
ML02577,P0243,Structural,2023-09-18,4902
ML02578,P0354,Plumbing,2024-02-28,556
ML02579,P0419,Plumbing,2023-10-20,4914
ML02580,P0245,Structural,2024-07-23,4739
ML02581,P0101,Electrical,2024-06-09,2430
ML02582,P0074,Structural,2023-07-21,642
ML02583,P0071,Electrical,2024-06-10,3316
ML02584,P0191,Plumbing,2024-08-11,4387
ML02585,P0206,Structural,2024-09-13,4480
ML02586,P0188,Cleaning,2024-03-28,1389
ML02587,P0094,Cleaning,2023-06-05,4219
ML02588,P0295,Plumbing,2024-06-06,520
ML02589,P0307,Cleaning,2023-12-12,1230
ML02590,P0368,Cleaning,2024-03-05,3919
ML02591,P0213,Plumbing,2024-04-04,3434
ML02592,P0014,Electrical,2024-04-16,194
ML02593,P0322,Cleaning,2023-05-14,2985
ML02594,P0190,Electrical,2024-08-11,1791
ML02595,P0056,Cleaning,2024-07-01,3134
ML02596,P0311,Cleaning,2024-03-16,1630
ML02597,P0194,Electrical,2023-09-23,840
ML02598,P0046,Electrical,2024-05-23,568
ML02599,P0034,Electrical,2023-05-02,1052
ML02600,P0314,Structural,2023-02-02,1974
ML02601,P0466,Plumbing,2024-08-02,3585
ML02602,P0046,Plumbing,2023-06-08,255
ML02603,P0165,Structural,2023-03-24,772
ML02604,P0037,Plumbing,2023-09-18,4004
ML02605,P0136,Structural,2024-08-03,100
ML02606,P0290,Structural,2024-05-17,2272
ML02607,P0164,Structural,2022-11-12,256
ML02608,P0336,Electrical,2023-06-22,2517
ML02609,P0253,Structural,2024-09-04,2219
ML02610,P0157,Cleaning,2024-08-10,264
ML02611,P0349,Structural,2022-11-22,4030
ML02612,P0095,Structural,2024-04-16,918
ML02613,P0044,Cleaning,2024-05-26,4540
ML02614,P0209,Plumbing,2023-03-05,4427
ML02615,P0405,Electrical,2024-06-23,1209
ML02616,P0222,Plumbing,2023-02-21,3535
ML02617,P0174,Cleaning,2024-04-12,3254
ML02618,P0467,Structural,2022-11-28,798
ML02619,P0124,Electrical,2024-02-05,2708
ML02620,P0216,Cleaning,2023-07-05,1921
ML02621,P0051,Plumbing,2023-09-03,4510
ML02622,P0224,Cleaning,2022-11-29,4513
ML02623,P0279,Plumbing,2024-08-18,4386
ML02624,P0080,Plumbing,2022-11-15,1064
ML02625,P0174,Cleaning,2024-10-11,4529
ML02626,P0234,Plumbing,2023-02-17,4125
ML02627,P0136,Cleaning,2023-02-08,3762
ML02628,P0275,Electrical,2023-04-17,4407
ML02629,P0085,Plumbing,2023-04-26,4820
ML02630,P0378,Structural,2023-12-12,4693
ML02631,P0349,Cleaning,2024-07-14,1354
ML02632,P0269,Cleaning,2023-11-19,778
ML02633,P0162,Plumbing,2024-08-21,1135
ML02634,P0204,Plumbing,2024-06-20,4252
ML02635,P0034,Plumbing,2023-09-05,915
ML02636,P0494,Cleaning,2024-01-25,4875
ML02637,P0108,Cleaning,2024-10-25,1153
ML02638,P0083,Cleaning,2023-08-13,3849
ML02639,P0058,Electrical,2023-05-05,3195
ML02640,P0160,Electrical,2023-10-20,354
ML02641,P0366,Plumbing,2023-07-05,2018
ML02642,P0028,Plumbing,2023-09-06,3242
ML02643,P0008,Plumbing,2023-07-31,2405
ML02644,P0500,Plumbing,2023-02-23,4081
ML02645,P0331,Structural,2024-04-24,4913
ML02646,P0088,Structural,2023-06-28,496
ML02647,P0035,Cleaning,2024-10-24,2038
ML02648,P0117,Cleaning,2023-07-10,1439
ML02649,P0014,Electrical,2024-01-04,2367
ML02650,P0347,Plumbing,2023-04-30,4205
ML02651,P0100,Electrical,2023-03-31,575
ML02652,P0071,Structural,2024-04-10,2942
ML02653,P0334,Electrical,2024-09-04,3204
ML02654,P0097,Structural,2022-12-13,1279
ML02655,P0188,Plumbing,2023-01-11,4052
ML02656,P0240,Structural,2023-04-29,3927
ML02657,P0409,Plumbing,2023-03-25,2213
ML02658,P0099,Plumbing,2023-10-22,1513
ML02659,P0191,Structural,2023-07-04,4970
ML02660,P0339,Electrical,2023-11-25,2626
ML02661,P0005,Electrical,2024-05-01,4895
ML02662,P0009,Structural,2023-06-29,2172
ML02663,P0453,Structural,2024-07-04,2955
ML02664,P0013,Plumbing,2024-02-08,978
ML02665,P0347,Electrical,2024-08-07,4517
ML02666,P0238,Plumbing,2024-01-08,4994
ML02667,P0276,Plumbing,2022-11-13,1515
ML02668,P0234,Structural,2023-06-14,3763
ML02669,P0409,Plumbing,2023-03-07,3810
ML02670,P0499,Electrical,2023-09-05,3679
ML02671,P0106,Plumbing,2023-06-16,2231
ML02672,P0006,Cleaning,2024-10-09,2819
ML02673,P0249,Cleaning,2024-05-01,3870
ML02674,P0063,Electrical,2024-06-17,3044
ML02675,P0232,Plumbing,2022-10-29,3065
ML02676,P0410,Cleaning,2023-02-18,2122
ML02677,P0186,Cleaning,2023-10-24,196
ML02678,P0038,Cleaning,2024-08-22,531
ML02679,P0427,Electrical,2023-06-04,3975
ML02680,P0288,Plumbing,2024-08-09,4351
ML02681,P0063,Plumbing,2023-07-26,1744
ML02682,P0241,Structural,2024-09-22,3570
ML02683,P0272,Cleaning,2023-10-27,2518
ML02684,P0421,Structural,2024-07-01,1026
ML02685,P0129,Structural,2022-11-15,1636
ML02686,P0047,Structural,2023-12-22,3541
ML02687,P0102,Plumbing,2023-08-09,526
ML02688,P0118,Plumbing,2023-02-22,1745
ML02689,P0130,Electrical,2022-11-12,3070
ML02690,P0192,Cleaning,2024-10-01,1612
ML02691,P0229,Electrical,2023-03-11,4349
ML02692,P0274,Cleaning,2024-02-18,564
ML02693,P0210,Cleaning,2024-08-24,2693
ML02694,P0228,Plumbing,2023-10-27,3605
ML02695,P0240,Electrical,2023-11-04,4582
ML02696,P0080,Structural,2022-10-27,1337
ML02697,P0134,Plumbing,2024-09-05,2389
ML02698,P0127,Cleaning,2024-09-14,2747
ML02699,P0479,Plumbing,2024-01-15,1311
ML02700,P0292,Plumbing,2023-04-24,3106
ML02701,P0316,Structural,2024-02-23,2686
ML02702,P0445,Structural,2023-03-12,3191
ML02703,P0226,Cleaning,2023-11-02,1404
ML02704,P0385,Cleaning,2024-04-28,4868
ML02705,P0468,Electrical,2023-01-20,2290
ML02706,P0415,Electrical,2024-01-04,1111
ML02707,P0110,Structural,2023-11-30,616
ML02708,P0079,Structural,2024-02-21,4639
ML02709,P0218,Plumbing,2023-08-19,1114
ML02710,P0010,Structural,2023-09-07,4136
ML02711,P0484,Plumbing,2024-08-03,406
ML02712,P0391,Structural,2024-03-29,3502
ML02713,P0348,Electrical,2022-12-29,4973
ML02714,P0333,Structural,2024-05-19,4502
ML02715,P0392,Cleaning,2023-01-11,760
ML02716,P0022,Plumbing,2023-11-18,2668
ML02717,P0085,Plumbing,2024-01-28,1383
ML02718,P0056,Cleaning,2023-09-11,2663
ML02719,P0479,Structural,2024-01-14,4126
ML02720,P0302,Plumbing,2023-01-19,605
ML02721,P0281,Electrical,2023-01-21,2800
ML02722,P0241,Plumbing,2024-07-01,3773
ML02723,P0088,Electrical,2023-06-15,3473
ML02724,P0426,Electrical,2023-08-20,756
ML02725,P0038,Structural,2024-03-11,4020
ML02726,P0300,Structural,2024-06-08,4850
ML02727,P0034,Cleaning,2024-08-03,1451
ML02728,P0477,Electrical,2024-09-08,803
ML02729,P0301,Cleaning,2023-11-21,3348
ML02730,P0227,Structural,2023-08-13,955
ML02731,P0306,Structural,2023-04-07,3828
ML02732,P0475,Electrical,2024-05-23,587
ML02733,P0261,Plumbing,2023-08-17,3361
ML02734,P0127,Electrical,2024-09-06,759
ML02735,P0479,Cleaning,2023-02-27,3822
ML02736,P0201,Cleaning,2024-09-20,2743
ML02737,P0033,Cleaning,2024-01-09,1764
ML02738,P0142,Structural,2023-09-26,4031
ML02739,P0099,Structural,2024-08-30,132
ML02740,P0167,Cleaning,2022-12-25,2301
ML02741,P0003,Plumbing,2023-10-06,4121
ML02742,P0053,Electrical,2023-01-07,3753
ML02743,P0318,Cleaning,2024-01-03,4800
ML02744,P0350,Electrical,2023-12-31,3673
ML02745,P0299,Electrical,2024-09-19,1037
ML02746,P0149,Electrical,2023-08-03,982
ML02747,P0170,Plumbing,2023-09-18,3227
ML02748,P0162,Electrical,2022-10-29,1564
ML02749,P0255,Plumbing,2024-02-13,362
ML02750,P0226,Structural,2022-11-28,2556
ML02751,P0314,Plumbing,2024-10-17,1963
ML02752,P0074,Cleaning,2024-09-30,1390
ML02753,P0172,Cleaning,2024-08-09,2394
ML02754,P0078,Electrical,2024-03-15,3261
ML02755,P0414,Structural,2023-11-05,1635
ML02756,P0126,Cleaning,2024-01-28,1975
ML02757,P0248,Plumbing,2022-12-12,1835
ML02758,P0144,Plumbing,2023-11-17,2177
ML02759,P0143,Structural,2023-12-05,839
ML02760,P0362,Plumbing,2024-09-07,2139
ML02761,P0250,Structural,2024-01-12,4837
ML02762,P0347,Cleaning,2023-06-04,767
ML02763,P0429,Plumbing,2023-06-25,124
ML02764,P0360,Electrical,2024-10-13,2882
ML02765,P0167,Electrical,2023-10-03,1846
ML02766,P0341,Plumbing,2024-05-22,1206
ML02767,P0437,Plumbing,2024-08-05,4677
ML02768,P0070,Plumbing,2024-06-30,1217
ML02769,P0425,Plumbing,2023-03-04,3770
ML02770,P0377,Electrical,2022-11-27,4446
ML02771,P0115,Plumbing,2024-04-27,1326
ML02772,P0397,Plumbing,2023-10-01,266
ML02773,P0057,Electrical,2024-03-03,2123
ML02774,P0226,Plumbing,2023-10-18,4984
ML02775,P0398,Structural,2024-09-22,2025
ML02776,P0326,Plumbing,2024-10-20,1267
ML02777,P0256,Cleaning,2024-02-27,4514
ML02778,P0242,Cleaning,2024-07-08,3867
ML02779,P0072,Structural,2024-09-24,3073
ML02780,P0378,Structural,2024-03-19,2471
ML02781,P0029,Structural,2024-07-14,1500
ML02782,P0150,Plumbing,2023-02-25,3066
ML02783,P0373,Electrical,2024-09-01,2689
ML02784,P0117,Cleaning,2023-12-30,4695
ML02785,P0390,Cleaning,2023-04-04,4042
ML02786,P0134,Plumbing,2024-10-17,1589
ML02787,P0473,Structural,2024-03-17,4618
ML02788,P0088,Cleaning,2023-07-26,4465
ML02789,P0275,Electrical,2022-12-19,102
ML02790,P0134,Electrical,2023-01-30,1378
ML02791,P0270,Cleaning,2024-04-12,4284
ML02792,P0429,Plumbing,2023-09-09,3063
ML02793,P0148,Structural,2024-08-10,3611
ML02794,P0077,Structural,2022-12-09,1318
ML02795,P0497,Cleaning,2024-04-13,2774
ML02796,P0105,Electrical,2023-04-01,2847
ML02797,P0079,Structural,2022-10-30,1961
ML02798,P0203,Structural,2024-09-15,323
ML02799,P0362,Plumbing,2023-07-19,3341
ML02800,P0203,Plumbing,2024-04-27,1630
ML02801,P0261,Cleaning,2023-07-19,1913
ML02802,P0318,Plumbing,2024-09-09,4153
ML02803,P0073,Electrical,2024-05-24,4962
ML02804,P0129,Structural,2023-11-12,372
ML02805,P0068,Electrical,2024-01-09,1756
ML02806,P0381,Cleaning,2022-11-03,2084
ML02807,P0059,Electrical,2024-03-09,4012
ML02808,P0252,Electrical,2024-10-12,4974
ML02809,P0186,Structural,2024-05-06,2458
ML02810,P0033,Plumbing,2023-05-21,3922
ML02811,P0034,Electrical,2023-08-23,4235
ML02812,P0269,Structural,2024-06-15,4675
ML02813,P0226,Plumbing,2023-11-25,435
ML02814,P0438,Structural,2023-03-17,3822
ML02815,P0015,Plumbing,2023-06-16,2598
ML02816,P0184,Electrical,2023-12-23,2278
ML02817,P0325,Plumbing,2023-10-18,3983
ML02818,P0352,Cleaning,2024-04-12,3445
ML02819,P0105,Electrical,2024-09-02,284
ML02820,P0135,Cleaning,2023-06-25,146
ML02821,P0349,Electrical,2024-03-03,3476
ML02822,P0408,Structural,2024-04-27,4383
ML02823,P0021,Structural,2024-06-07,3674
ML02824,P0387,Electrical,2024-05-20,4822
ML02825,P0309,Plumbing,2023-03-09,3159
ML02826,P0131,Structural,2023-04-19,4601
ML02827,P0495,Structural,2023-12-28,4766
ML02828,P0347,Electrical,2023-07-31,4091
ML02829,P0468,Structural,2024-07-07,3477
ML02830,P0309,Plumbing,2023-04-18,2270
ML02831,P0479,Structural,2023-04-26,1247
ML02832,P0267,Plumbing,2023-05-28,2277
ML02833,P0188,Structural,2024-05-12,4107
ML02834,P0336,Cleaning,2023-03-26,3828
ML02835,P0100,Plumbing,2024-05-12,3486
ML02836,P0425,Structural,2024-04-23,1665
ML02837,P0421,Cleaning,2023-10-30,4065
ML02838,P0314,Structural,2023-09-03,489
ML02839,P0241,Electrical,2023-07-11,574
ML02840,P0151,Cleaning,2023-09-01,3646
ML02841,P0409,Structural,2023-12-04,3494
ML02842,P0425,Plumbing,2024-02-20,637
ML02843,P0080,Electrical,2023-08-03,195
ML02844,P0386,Electrical,2023-08-20,1575
ML02845,P0250,Electrical,2024-08-17,3775
ML02846,P0021,Electrical,2024-10-08,1748
ML02847,P0105,Plumbing,2022-11-04,4956
ML02848,P0055,Plumbing,2024-10-25,1726
ML02849,P0167,Structural,2023-07-01,2547
ML02850,P0097,Cleaning,2022-10-26,2239
ML02851,P0488,Plumbing,2024-02-05,3750
ML02852,P0041,Structural,2022-11-03,3677
ML02853,P0248,Cleaning,2023-12-31,3077
ML02854,P0294,Structural,2024-10-18,485
ML02855,P0208,Cleaning,2024-01-31,4631
ML02856,P0224,Structural,2024-07-12,1431
ML02857,P0445,Cleaning,2023-03-26,3821
ML02858,P0170,Structural,2023-04-16,1759
ML02859,P0040,Plumbing,2023-02-19,1957
ML02860,P0249,Plumbing,2023-02-17,3844
ML02861,P0114,Structural,2024-08-17,615
ML02862,P0040,Plumbing,2024-02-21,4797
ML02863,P0444,Plumbing,2023-02-24,1261
ML02864,P0207,Plumbing,2022-12-14,2512
ML02865,P0491,Electrical,2023-12-01,4021
ML02866,P0074,Cleaning,2023-05-10,3472
ML02867,P0272,Electrical,2022-11-28,4401
ML02868,P0137,Electrical,2023-08-30,4247
ML02869,P0293,Structural,2023-11-04,2706
ML02870,P0142,Electrical,2024-10-20,4753
ML02871,P0375,Structural,2022-11-24,1511
ML02872,P0101,Structural,2023-08-18,482
ML02873,P0047,Cleaning,2024-01-18,573
ML02874,P0109,Structural,2023-06-14,2958
ML02875,P0044,Electrical,2024-09-18,199
ML02876,P0088,Structural,2024-07-20,254
ML02877,P0010,Structural,2022-12-25,2525
ML02878,P0200,Plumbing,2022-12-31,604
ML02879,P0121,Cleaning,2023-01-28,2322
ML02880,P0420,Structural,2023-02-14,4059
ML02881,P0302,Electrical,2024-10-05,4236
ML02882,P0330,Plumbing,2023-10-03,620
ML02883,P0439,Cleaning,2024-10-02,3914
ML02884,P0121,Structural,2023-09-14,4184
ML02885,P0351,Electrical,2023-03-28,1595
ML02886,P0276,Structural,2023-08-31,2457
ML02887,P0195,Electrical,2023-04-28,667
ML02888,P0375,Plumbing,2024-07-29,3370
ML02889,P0369,Electrical,2024-02-18,3975
ML02890,P0002,Structural,2023-08-31,1744
ML02891,P0113,Structural,2022-12-30,3755
ML02892,P0439,Structural,2023-01-27,1599
ML02893,P0493,Electrical,2024-09-01,2052
ML02894,P0092,Structural,2022-12-06,1998
ML02895,P0404,Plumbing,2023-09-09,3168
ML02896,P0498,Electrical,2023-07-18,4613
ML02897,P0195,Cleaning,2023-06-25,4090
ML02898,P0283,Structural,2023-08-04,1887
